GO:0051049	CARHR122000;CARHR165880;CARHR057840;CARHR179470;CARHR012480;CARHR014350;CARHR013790;CARHR170250;CARHR006000;CARHR231020;CARHR219830
GO:0034605	CARHR232790;CARHR133160;CARHR123570;CARHR035300;CARHR070110;CARHR083310;CARHR114930;CARHR098700;CARHR172760;CARHR200980;CARHR132960;CARHR276170;CARHR206030;CARHR022260
GO:0002238	CARHR202920;CARHR095790;CARHR009710;CARHR021950;CARHR103930;CARHR077320;CARHR172810;CARHR038970;CARHR018140;CARHR061960;CARHR217400;CARHR094660;CARHR277850;CARHR036010;CARHR275330;CARHR146920;CARHR117680;CARHR092270;CARHR271430;CARHR198630;CARHR143100;CARHR017220;CARHR060980;CARHR146040;CARHR112610;CARHR075410;CARHR239120;CARHR070770;CARHR086470;CARHR232550;CARHR077290;CARHR234970;CARHR267720;CARHR201130;CARHR011600
GO:0009694	CARHR181560;CARHR157310;CARHR141640;CARHR020160;CARHR241990;CARHR063640;CARHR032070;CARHR128700;CARHR141850;CARHR063960;CARHR029360;CARHR261560;CARHR053820;CARHR001200;CARHR050420;CARHR195710;CARHR277300;CARHR068850;CARHR206140;CARHR067700;CARHR053600;CARHR206280;CARHR273970;CARHR122720;CARHR255440;CARHR235790;CARHR035910;CARHR065390;CARHR076120;CARHR270930;CARHR245360;CARHR068550;CARHR042100;CARHR103770
GO:0009695	CARHR146680;CARHR200230;CARHR266900;CARHR113320;CARHR128700;CARHR111600;CARHR068280;CARHR167650;CARHR246990;CARHR129930;CARHR291400;CARHR079040;CARHR256240;CARHR169480;CARHR005320;CARHR095500;CARHR274960;CARHR027970;CARHR247720;CARHR032070;CARHR120320;CARHR018010;CARHR051570;CARHR081020;CARHR291090;CARHR061310;CARHR192600;CARHR277210;CARHR032240;CARHR243010;CARHR000620;CARHR064390;CARHR145290;CARHR267110;CARHR289970;CARHR019780;CARHR288760;CARHR225830;CARHR086030;CARHR239400;CARHR090550;CARHR252390;CARHR109490;CARHR008450;CARHR209030;CARHR241020;CARHR124350;CARHR116810;CARHR274260;CARHR270510;CARHR123680;CARHR111240;CARHR145060;CARHR273400;CARHR128960;CARHR160270;CARHR065390;CARHR017980;CARHR050470;CARHR275990;CARHR112210;CARHR129650;CARHR103770;CARHR252460;CARHR035300;CARHR267380;CARHR020160;CARHR058860;CARHR171500;CARHR236740;CARHR099200;CARHR276570;CARHR249260;CARHR259530;CARHR013660;CARHR146820;CARHR138930;CARHR073630;CARHR060130;CARHR120330;CARHR259280;CARHR207680;CARHR113560;CARHR127130;CARHR247800;CARHR223330;CARHR141850;CARHR246700;CARHR093210;CARHR282440;CARHR020980;CARHR098290;CARHR070210;CARHR287530;CARHR181560;CARHR172380;CARHR157310;CARHR147990;CARHR268460;CARHR203000;CARHR065460;CARHR208120;CARHR004000;CARHR088880;CARHR044940;CARHR252890;CARHR240990;CARHR146670;CARHR230970;CARHR088970;CARHR206140;CARHR063960;CARHR203730;CARHR238850;CARHR138900;CARHR029250;CARHR231790;CARHR239680;CARHR035910;CARHR027240;CARHR068270;CARHR141840;CARHR140020;CARHR186090;CARHR249910
GO:0009697	CARHR105210;CARHR152000;CARHR031410;CARHR190980;CARHR022430;CARHR091970;CARHR203740;CARHR242380;CARHR013820;CARHR010460;CARHR156120;CARHR002200;CARHR114690;CARHR132370;CARHR204850;CARHR019190;CARHR160730;CARHR102380;CARHR253020;CARHR255330;CARHR246020;CARHR009310;CARHR019540;CARHR253710;CARHR139650;CARHR274960;CARHR075450;CARHR247720;CARHR018200;CARHR046310;CARHR153680;CARHR024530;CARHR195410;CARHR084280;CARHR208570;CARHR268760;CARHR031490;CARHR237710;CARHR187760;CARHR102300;CARHR179220;CARHR157520;CARHR272880;CARHR045990;CARHR083360;CARHR041820;CARHR165910;CARHR030390;CARHR191530;CARHR158290;CARHR013720;CARHR183830;CARHR207030;CARHR075100;CARHR280480;CARHR007430;CARHR082430;CARHR256130;CARHR070480;CARHR250360;CARHR162200;CARHR233600;CARHR267920;CARHR233580;CARHR027880;CARHR209130;CARHR102180;CARHR055320;CARHR046670;CARHR167450;CARHR124020;CARHR141040;CARHR033850;CARHR004440;CARHR116810;CARHR170030;CARHR133790;CARHR000800;CARHR011560;CARHR071930;CARHR233640;CARHR246350;CARHR122970;CARHR130770;CARHR092730;CARHR166530;CARHR293520;CARHR274260;CARHR129890;CARHR198570;CARHR250830;CARHR181560;CARHR156000;CARHR141680;CARHR066870;CARHR240140;CARHR246810;CARHR017130;CARHR249260;CARHR170510;CARHR259530;CARHR260440;CARHR109670;CARHR246870;CARHR075480;CARHR281540;CARHR073630;CARHR129530;CARHR086390;CARHR210890;CARHR133160;CARHR053210;CARHR177470;CARHR198400;CARHR179510;CARHR007850;CARHR020500;CARHR089290;CARHR104950;CARHR188900;CARHR116730;CARHR068010;CARHR131810;CARHR251730;CARHR093050;CARHR103580;CARHR231200;CARHR230800;CARHR000150;CARHR097600;CARHR132870;CARHR294290;CARHR164550;CARHR172380;CARHR149990;CARHR174330;CARHR166850;CARHR086180;CARHR018210;CARHR281170;CARHR162170;CARHR001770;CARHR248970;CARHR016070;CARHR150930;CARHR134580;CARHR006360;CARHR006680;CARHR069570;CARHR129110;CARHR268200;CARHR208730;CARHR285790;CARHR248720;CARHR086370;CARHR170740;CARHR254410;CARHR146510;CARHR207540;CARHR010270;CARHR156810;CARHR280270;CARHR131920;CARHR241060;CARHR274630;CARHR247060;CARHR060430;CARHR087690;CARHR046890;CARHR008330;CARHR249330;CARHR260570;CARHR135840;CARHR192330;CARHR274720;CARHR186650;CARHR230040;CARHR079040;CARHR243940;CARHR256100;CARHR220580;CARHR068370;CARHR149400
GO:0009690	CARHR025700;CARHR008420;CARHR075270;CARHR205850;CARHR007850;CARHR058220;CARHR207360;CARHR246280;CARHR277890;CARHR065440;CARHR113940;CARHR073030;CARHR274390;CARHR205030;CARHR027050;CARHR019700;CARHR198890;CARHR061700
GO:0009691	CARHR045310;CARHR061240;CARHR072710;CARHR021150;CARHR049560;CARHR246360;CARHR148350;CARHR099580;CARHR173420;CARHR146650;CARHR244720;CARHR110850;CARHR250730;CARHR072380;CARHR178780;CARHR240860;CARHR193950;CARHR158820;CARHR094560;CARHR120460;CARHR215150;CARHR192800;CARHR249400;CARHR243850;CARHR214320;CARHR096230;CARHR225470;CARHR220800
GO:0009693	CARHR066520;CARHR167010;CARHR087610;CARHR184840;CARHR128700;CARHR155190;CARHR275390;CARHR076850;CARHR104630;CARHR114120;CARHR110030;CARHR267770;CARHR162580;CARHR026120;CARHR269350;CARHR166060;CARHR021780;CARHR169480;CARHR094350;CARHR191310;CARHR027970;CARHR231790;CARHR020790;CARHR018010;CARHR292960;CARHR084280;CARHR243810;CARHR134490;CARHR264990;CARHR051300;CARHR158770;CARHR194520;CARHR024430;CARHR255280;CARHR203910;CARHR119880;CARHR215440;CARHR141950;CARHR279800;CARHR075100;CARHR259250;CARHR233740;CARHR189870;CARHR201700;CARHR241780;CARHR234050;CARHR141040;CARHR279260;CARHR239890;CARHR175850;CARHR106090;CARHR030810;CARHR191020;CARHR004440;CARHR276960;CARHR017980;CARHR050770;CARHR081040;CARHR035240;CARHR070820;CARHR022670;CARHR049540;CARHR048700;CARHR001810;CARHR285070;CARHR000890;CARHR287280;CARHR086390;CARHR125820;CARHR255310;CARHR003060;CARHR264520;CARHR029250;CARHR104700;CARHR232800;CARHR223440;CARHR186030;CARHR231970;CARHR105760;CARHR136170;CARHR043480;CARHR272590;CARHR066810;CARHR168070;CARHR165950;CARHR038040;CARHR247830;CARHR193350;CARHR132160;CARHR058500;CARHR246160;CARHR155900;CARHR223840;CARHR020820;CARHR207400;CARHR098040;CARHR207940;CARHR249330;CARHR011240;CARHR161400;CARHR271480;CARHR226160;CARHR012350;CARHR174140;CARHR242360
GO:0010043	CARHR054460;CARHR239170;CARHR122140;CARHR239860;CARHR124340;CARHR020120;CARHR019510;CARHR059520;CARHR241030;CARHR022140;CARHR087270;CARHR016940;CARHR126350;CARHR122770;CARHR205760;CARHR189040;CARHR091660;CARHR169240;CARHR144080;CARHR269460;CARHR082430;CARHR107020;CARHR047910;CARHR076580;CARHR243320;CARHR150340;CARHR232790;CARHR165460;CARHR199700;CARHR112650;CARHR256890;CARHR211950;CARHR110510;CARHR247430;CARHR133470;CARHR068070;CARHR279140;CARHR114360;CARHR083650;CARHR057840;CARHR294000;CARHR195200;CARHR109620;CARHR092120;CARHR060830;CARHR250820;CARHR122080;CARHR085500;CARHR042920;CARHR273000;CARHR209670;CARHR076530
